,E0,Ep,dL,phi,th_LRL
9379,0.0,115.2,1.0,179.0,0.0
9380,0.0,115.2,1.0,180.0,0.0
9382,0.0,115.2,1.0,182.0,0.0
9388,0.0,115.2,1.0,188.0,0.0
9391,0.0,115.2,1.0,191.0,0.0
9394,0.0,115.2,1.0,194.0,0.0
9396,0.0,115.2,1.0,196.0,0.0
9600,0.0,144.0,-1.0,0.0,0.0
9601,0.0,144.0,-1.0,1.0,0.0
9604,0.0,144.0,-1.0,4.0,0.0
9605,0.0,144.0,-1.0,5.0,0.0
9611,0.0,144.0,-1.0,11.0,0.0
9612,0.0,144.0,-1.0,12.0,0.0
9613,0.0,144.0,-1.0,13.0,0.0
9614,0.0,144.0,-1.0,14.0,0.0
9615,0.0,144.0,-1.0,15.0,0.0
9618,0.0,144.0,-1.0,18.0,0.0
9619,0.0,144.0,-1.0,19.0,0.0
9620,0.0,144.0,-1.0,20.0,0.0
9623,0.0,144.0,-1.0,23.0,0.0
9625,0.0,144.0,-1.0,25.0,0.0
9628,0.0,144.0,-1.0,28.0,0.0
9632,0.0,144.0,-1.0,32.0,0.0
9633,0.0,144.0,-1.0,33.0,0.0
9635,0.0,144.0,-1.0,35.0,0.0
9642,0.0,144.0,-1.0,42.0,0.0
9644,0.0,144.0,-1.0,44.0,0.0
9650,0.0,144.0,-1.0,50.0,0.0
9654,0.0,144.0,-1.0,54.0,0.0
9655,0.0,144.0,-1.0,55.0,0.0
9656,0.0,144.0,-1.0,56.0,0.0
9658,0.0,144.0,-1.0,58.0,0.0
9666,0.0,144.0,-1.0,66.0,0.0
9671,0.0,144.0,-1.0,71.0,0.0
9672,0.0,144.0,-1.0,72.0,0.0
9673,0.0,144.0,-1.0,73.0,0.0
9678,0.0,144.0,-1.0,78.0,0.0
9683,0.0,144.0,-1.0,83.0,0.0
9684,0.0,144.0,-1.0,84.0,0.0
9724,0.0,144.0,-1.0,124.0,0.0
9760,0.0,144.0,-1.0,160.0,0.0
9765,0.0,144.0,-1.0,165.0,0.0
9766,0.0,144.0,-1.0,166.0,0.0
9767,0.0,144.0,-1.0,167.0,0.0
9768,0.0,144.0,-1.0,168.0,0.0
9777,0.0,144.0,-1.0,177.0,0.0
9781,0.0,144.0,-1.0,181.0,0.0
9783,0.0,144.0,-1.0,183.0,0.0
9784,0.0,144.0,-1.0,184.0,0.0
9786,0.0,144.0,-1.0,186.0,0.0
9791,0.0,144.0,-1.0,191.0,0.0
9795,0.0,144.0,-1.0,195.0,0.0
9798,0.0,144.0,-1.0,198.0,0.0
10000,0.0,144.0,1.0,0.0,0.0
10001,0.0,144.0,1.0,1.0,0.0
10004,0.0,144.0,1.0,4.0,0.0
10005,0.0,144.0,1.0,5.0,0.0
10011,0.0,144.0,1.0,11.0,0.0
10012,0.0,144.0,1.0,12.0,0.0
10013,0.0,144.0,1.0,13.0,0.0
10014,0.0,144.0,1.0,14.0,0.0
10015,0.0,144.0,1.0,15.0,0.0
10018,0.0,144.0,1.0,18.0,0.0
10019,0.0,144.0,1.0,19.0,0.0
10020,0.0,144.0,1.0,20.0,0.0
10023,0.0,144.0,1.0,23.0,0.0
10025,0.0,144.0,1.0,25.0,0.0
10028,0.0,144.0,1.0,28.0,0.0
10032,0.0,144.0,1.0,32.0,0.0
10033,0.0,144.0,1.0,33.0,0.0
10035,0.0,144.0,1.0,35.0,0.0
10042,0.0,144.0,1.0,42.0,0.0
10044,0.0,144.0,1.0,44.0,0.0
10050,0.0,144.0,1.0,50.0,0.0
10054,0.0,144.0,1.0,54.0,0.0
10055,0.0,144.0,1.0,55.0,0.0
10056,0.0,144.0,1.0,56.0,0.0
10058,0.0,144.0,1.0,58.0,0.0
10066,0.0,144.0,1.0,66.0,0.0
10071,0.0,144.0,1.0,71.0,0.0
10072,0.0,144.0,1.0,72.0,0.0
10073,0.0,144.0,1.0,73.0,0.0
10078,0.0,144.0,1.0,78.0,0.0
10083,0.0,144.0,1.0,83.0,0.0
10084,0.0,144.0,1.0,84.0,0.0
10124,0.0,144.0,1.0,124.0,0.0
10160,0.0,144.0,1.0,160.0,0.0
10165,0.0,144.0,1.0,165.0,0.0
10166,0.0,144.0,1.0,166.0,0.0
10167,0.0,144.0,1.0,167.0,0.0
10168,0.0,144.0,1.0,168.0,0.0
10177,0.0,144.0,1.0,177.0,0.0
10181,0.0,144.0,1.0,181.0,0.0
10183,0.0,144.0,1.0,183.0,0.0
10184,0.0,144.0,1.0,184.0,0.0
10186,0.0,144.0,1.0,186.0,0.0
10191,0.0,144.0,1.0,191.0,0.0
10195,0.0,144.0,1.0,195.0,0.0
10198,0.0,144.0,1.0,198.0,0.0
10426,-20.0,0.0,-1.0,26.0,0.0
10432,-20.0,0.0,-1.0,32.0,0.0
10445,-20.0,0.0,-1.0,45.0,0.0
10448,-20.0,0.0,-1.0,48.0,0.0
10587,-20.0,0.0,-1.0,187.0,0.0
10687,-20.0,0.0,-1.0,87.0,1.0
10726,-20.0,0.0,-1.0,126.0,1.0
10732,-20.0,0.0,-1.0,132.0,1.0
10745,-20.0,0.0,-1.0,145.0,1.0
10748,-20.0,0.0,-1.0,148.0,1.0
10826,-20.0,0.0,1.0,26.0,0.0
10832,-20.0,0.0,1.0,32.0,0.0
10845,-20.0,0.0,1.0,45.0,0.0
10848,-20.0,0.0,1.0,48.0,0.0
10987,-20.0,0.0,1.0,187.0,0.0
11087,-20.0,0.0,1.0,87.0,1.0
11126,-20.0,0.0,1.0,126.0,1.0
11132,-20.0,0.0,1.0,132.0,1.0
11145,-20.0,0.0,1.0,145.0,1.0
11148,-20.0,0.0,1.0,148.0,1.0
11241,-20.0,7.2,-1.0,41.0,0.0
11259,-20.0,7.2,-1.0,59.0,0.0
11286,-20.0,7.2,-1.0,86.0,0.0
11287,-20.0,7.2,-1.0,87.0,0.0
11353,-20.0,7.2,-1.0,153.0,0.0
11354,-20.0,7.2,-1.0,154.0,0.0
11355,-20.0,7.2,-1.0,155.0,0.0
11392,-20.0,7.2,-1.0,192.0,0.0
11478,-20.0,7.2,-1.0,78.0,1.0
11492,-20.0,7.2,-1.0,92.0,1.0
11504,-20.0,7.2,-1.0,104.0,1.0
11505,-20.0,7.2,-1.0,105.0,1.0
11522,-20.0,7.2,-1.0,122.0,1.0
11641,-20.0,7.2,1.0,41.0,0.0
11659,-20.0,7.2,1.0,59.0,0.0
11686,-20.0,7.2,1.0,86.0,0.0
11687,-20.0,7.2,1.0,87.0,0.0
11753,-20.0,7.2,1.0,153.0,0.0
11754,-20.0,7.2,1.0,154.0,0.0
11755,-20.0,7.2,1.0,155.0,0.0
11792,-20.0,7.2,1.0,192.0,0.0
11878,-20.0,7.2,1.0,78.0,1.0
11892,-20.0,7.2,1.0,92.0,1.0
11904,-20.0,7.2,1.0,104.0,1.0
11905,-20.0,7.2,1.0,105.0,1.0
11922,-20.0,7.2,1.0,122.0,1.0
12000,-20.0,14.4,-1.0,0.0,0.0
12005,-20.0,14.4,-1.0,5.0,0.0
12015,-20.0,14.4,-1.0,15.0,0.0
12029,-20.0,14.4,-1.0,29.0,0.0
12050,-20.0,14.4,-1.0,50.0,0.0
12059,-20.0,14.4,-1.0,59.0,0.0
12065,-20.0,14.4,-1.0,65.0,0.0
12066,-20.0,14.4,-1.0,66.0,0.0
12079,-20.0,14.4,-1.0,79.0,0.0
12083,-20.0,14.4,-1.0,83.0,0.0
12155,-20.0,14.4,-1.0,155.0,0.0
12159,-20.0,14.4,-1.0,159.0,0.0
12171,-20.0,14.4,-1.0,171.0,0.0
12276,-20.0,14.4,-1.0,76.0,1.0
12279,-20.0,14.4,-1.0,79.0,1.0
12300,-20.0,14.4,-1.0,100.0,1.0
12313,-20.0,14.4,-1.0,113.0,1.0
12326,-20.0,14.4,-1.0,126.0,1.0
12343,-20.0,14.4,-1.0,143.0,1.0
12350,-20.0,14.4,-1.0,150.0,1.0
12363,-20.0,14.4,-1.0,163.0,1.0
12400,-20.0,14.4,1.0,0.0,0.0
12405,-20.0,14.4,1.0,5.0,0.0
12415,-20.0,14.4,1.0,15.0,0.0
12429,-20.0,14.4,1.0,29.0,0.0
12450,-20.0,14.4,1.0,50.0,0.0
12459,-20.0,14.4,1.0,59.0,0.0
12465,-20.0,14.4,1.0,65.0,0.0
12466,-20.0,14.4,1.0,66.0,0.0
12479,-20.0,14.4,1.0,79.0,0.0
12483,-20.0,14.4,1.0,83.0,0.0
12555,-20.0,14.4,1.0,155.0,0.0
12559,-20.0,14.4,1.0,159.0,0.0
12571,-20.0,14.4,1.0,171.0,0.0
12676,-20.0,14.4,1.0,76.0,1.0
12679,-20.0,14.4,1.0,79.0,1.0
12700,-20.0,14.4,1.0,100.0,1.0
12713,-20.0,14.4,1.0,113.0,1.0
12726,-20.0,14.4,1.0,126.0,1.0
12743,-20.0,14.4,1.0,143.0,1.0
12750,-20.0,14.4,1.0,150.0,1.0
12763,-20.0,14.4,1.0,163.0,1.0
12800,-20.0,21.6,-1.0,0.0,0.0
12802,-20.0,21.6,-1.0,2.0,0.0
12803,-20.0,21.6,-1.0,3.0,0.0
12809,-20.0,21.6,-1.0,9.0,0.0
12818,-20.0,21.6,-1.0,18.0,0.0
12825,-20.0,21.6,-1.0,25.0,0.0
12834,-20.0,21.6,-1.0,34.0,0.0
12843,-20.0,21.6,-1.0,43.0,0.0
12845,-20.0,21.6,-1.0,45.0,0.0
12853,-20.0,21.6,-1.0,53.0,0.0
12859,-20.0,21.6,-1.0,59.0,0.0
12861,-20.0,21.6,-1.0,61.0,0.0
12863,-20.0,21.6,-1.0,63.0,0.0
12866,-20.0,21.6,-1.0,66.0,0.0
12870,-20.0,21.6,-1.0,70.0,0.0
12878,-20.0,21.6,-1.0,78.0,0.0
12954,-20.0,21.6,-1.0,154.0,0.0
12956,-20.0,21.6,-1.0,156.0,0.0
12961,-20.0,21.6,-1.0,161.0,0.0
12966,-20.0,21.6,-1.0,166.0,0.0
12967,-20.0,21.6,-1.0,167.0,0.0
12974,-20.0,21.6,-1.0,174.0,0.0
12985,-20.0,21.6,-1.0,185.0,0.0
12991,-20.0,21.6,-1.0,191.0,0.0
12992,-20.0,21.6,-1.0,192.0,0.0
13076,-20.0,21.6,-1.0,76.0,1.0
13079,-20.0,21.6,-1.0,79.0,1.0
13080,-20.0,21.6,-1.0,80.0,1.0
13148,-20.0,21.6,-1.0,148.0,1.0
13155,-20.0,21.6,-1.0,155.0,1.0
13161,-20.0,21.6,-1.0,161.0,1.0
13200,-20.0,21.6,1.0,0.0,0.0
13202,-20.0,21.6,1.0,2.0,0.0
13203,-20.0,21.6,1.0,3.0,0.0
13209,-20.0,21.6,1.0,9.0,0.0
13218,-20.0,21.6,1.0,18.0,0.0
13225,-20.0,21.6,1.0,25.0,0.0
13234,-20.0,21.6,1.0,34.0,0.0
13243,-20.0,21.6,1.0,43.0,0.0
13245,-20.0,21.6,1.0,45.0,0.0
13253,-20.0,21.6,1.0,53.0,0.0
13259,-20.0,21.6,1.0,59.0,0.0
13261,-20.0,21.6,1.0,61.0,0.0
13263,-20.0,21.6,1.0,63.0,0.0
13266,-20.0,21.6,1.0,66.0,0.0
13270,-20.0,21.6,1.0,70.0,0.0
13278,-20.0,21.6,1.0,78.0,0.0
13354,-20.0,21.6,1.0,154.0,0.0
13356,-20.0,21.6,1.0,156.0,0.0
13361,-20.0,21.6,1.0,161.0,0.0
13366,-20.0,21.6,1.0,166.0,0.0
13367,-20.0,21.6,1.0,167.0,0.0
13374,-20.0,21.6,1.0,174.0,0.0
13385,-20.0,21.6,1.0,185.0,0.0
13391,-20.0,21.6,1.0,191.0,0.0
13392,-20.0,21.6,1.0,192.0,0.0
13476,-20.0,21.6,1.0,76.0,1.0
13479,-20.0,21.6,1.0,79.0,1.0
13480,-20.0,21.6,1.0,80.0,1.0
13548,-20.0,21.6,1.0,148.0,1.0
13555,-20.0,21.6,1.0,155.0,1.0
13561,-20.0,21.6,1.0,161.0,1.0
13605,-20.0,28.8,-1.0,5.0,0.0
13607,-20.0,28.8,-1.0,7.0,0.0
13623,-20.0,28.8,-1.0,23.0,0.0
13625,-20.0,28.8,-1.0,25.0,0.0
13633,-20.0,28.8,-1.0,33.0,0.0
13635,-20.0,28.8,-1.0,35.0,0.0
13644,-20.0,28.8,-1.0,44.0,0.0
13646,-20.0,28.8,-1.0,46.0,0.0
13653,-20.0,28.8,-1.0,53.0,0.0
13660,-20.0,28.8,-1.0,60.0,0.0
13661,-20.0,28.8,-1.0,61.0,0.0
13663,-20.0,28.8,-1.0,63.0,0.0
13670,-20.0,28.8,-1.0,70.0,0.0
13679,-20.0,28.8,-1.0,79.0,0.0
13682,-20.0,28.8,-1.0,82.0,0.0
13692,-20.0,28.8,-1.0,92.0,0.0
13757,-20.0,28.8,-1.0,157.0,0.0
13758,-20.0,28.8,-1.0,158.0,0.0
13759,-20.0,28.8,-1.0,159.0,0.0
13778,-20.0,28.8,-1.0,178.0,0.0
13779,-20.0,28.8,-1.0,179.0,0.0
13782,-20.0,28.8,-1.0,182.0,0.0
13790,-20.0,28.8,-1.0,190.0,0.0
13882,-20.0,28.8,-1.0,82.0,1.0
13883,-20.0,28.8,-1.0,83.0,1.0
13907,-20.0,28.8,-1.0,107.0,1.0
13909,-20.0,28.8,-1.0,109.0,1.0
13932,-20.0,28.8,-1.0,132.0,1.0
13938,-20.0,28.8,-1.0,138.0,1.0
14005,-20.0,28.8,1.0,5.0,0.0
14007,-20.0,28.8,1.0,7.0,0.0
14023,-20.0,28.8,1.0,23.0,0.0
14025,-20.0,28.8,1.0,25.0,0.0
14033,-20.0,28.8,1.0,33.0,0.0
14035,-20.0,28.8,1.0,35.0,0.0
14044,-20.0,28.8,1.0,44.0,0.0
14046,-20.0,28.8,1.0,46.0,0.0
14053,-20.0,28.8,1.0,53.0,0.0
14060,-20.0,28.8,1.0,60.0,0.0
14061,-20.0,28.8,1.0,61.0,0.0
14063,-20.0,28.8,1.0,63.0,0.0
14070,-20.0,28.8,1.0,70.0,0.0
14079,-20.0,28.8,1.0,79.0,0.0
14082,-20.0,28.8,1.0,82.0,0.0
14092,-20.0,28.8,1.0,92.0,0.0
14157,-20.0,28.8,1.0,157.0,0.0
14158,-20.0,28.8,1.0,158.0,0.0
14159,-20.0,28.8,1.0,159.0,0.0
14178,-20.0,28.8,1.0,178.0,0.0
14179,-20.0,28.8,1.0,179.0,0.0
14182,-20.0,28.8,1.0,182.0,0.0
14190,-20.0,28.8,1.0,190.0,0.0
14282,-20.0,28.8,1.0,82.0,1.0
14283,-20.0,28.8,1.0,83.0,1.0
14307,-20.0,28.8,1.0,107.0,1.0
14309,-20.0,28.8,1.0,109.0,1.0
14332,-20.0,28.8,1.0,132.0,1.0
14338,-20.0,28.8,1.0,138.0,1.0
14403,-20.0,36.0,-1.0,3.0,0.0
14408,-20.0,36.0,-1.0,8.0,0.0
14409,-20.0,36.0,-1.0,9.0,0.0
14413,-20.0,36.0,-1.0,13.0,0.0
14419,-20.0,36.0,-1.0,19.0,0.0
14423,-20.0,36.0,-1.0,23.0,0.0
14427,-20.0,36.0,-1.0,27.0,0.0
14430,-20.0,36.0,-1.0,30.0,0.0
14442,-20.0,36.0,-1.0,42.0,0.0
14467,-20.0,36.0,-1.0,67.0,0.0
14469,-20.0,36.0,-1.0,69.0,0.0
14471,-20.0,36.0,-1.0,71.0,0.0
14475,-20.0,36.0,-1.0,75.0,0.0
14482,-20.0,36.0,-1.0,82.0,0.0
14486,-20.0,36.0,-1.0,86.0,0.0
14494,-20.0,36.0,-1.0,94.0,0.0
14531,-20.0,36.0,-1.0,131.0,0.0
14547,-20.0,36.0,-1.0,147.0,0.0
14550,-20.0,36.0,-1.0,150.0,0.0
14556,-20.0,36.0,-1.0,156.0,0.0
14558,-20.0,36.0,-1.0,158.0,0.0
14559,-20.0,36.0,-1.0,159.0,0.0
14562,-20.0,36.0,-1.0,162.0,0.0
14563,-20.0,36.0,-1.0,163.0,0.0
14564,-20.0,36.0,-1.0,164.0,0.0
14565,-20.0,36.0,-1.0,165.0,0.0
14568,-20.0,36.0,-1.0,168.0,0.0
14569,-20.0,36.0,-1.0,169.0,0.0
14574,-20.0,36.0,-1.0,174.0,0.0
14578,-20.0,36.0,-1.0,178.0,0.0
14582,-20.0,36.0,-1.0,182.0,0.0
14592,-20.0,36.0,-1.0,192.0,0.0
14593,-20.0,36.0,-1.0,193.0,0.0
14596,-20.0,36.0,-1.0,196.0,0.0
14681,-20.0,36.0,-1.0,81.0,1.0
14687,-20.0,36.0,-1.0,87.0,1.0
14695,-20.0,36.0,-1.0,95.0,1.0
14698,-20.0,36.0,-1.0,98.0,1.0
14703,-20.0,36.0,-1.0,103.0,1.0
14708,-20.0,36.0,-1.0,108.0,1.0
14731,-20.0,36.0,-1.0,131.0,1.0
14740,-20.0,36.0,-1.0,140.0,1.0
14748,-20.0,36.0,-1.0,148.0,1.0
14752,-20.0,36.0,-1.0,152.0,1.0
14803,-20.0,36.0,1.0,3.0,0.0
14808,-20.0,36.0,1.0,8.0,0.0
14809,-20.0,36.0,1.0,9.0,0.0
14813,-20.0,36.0,1.0,13.0,0.0
14819,-20.0,36.0,1.0,19.0,0.0
14823,-20.0,36.0,1.0,23.0,0.0
14827,-20.0,36.0,1.0,27.0,0.0
14830,-20.0,36.0,1.0,30.0,0.0
14842,-20.0,36.0,1.0,42.0,0.0
14867,-20.0,36.0,1.0,67.0,0.0
14869,-20.0,36.0,1.0,69.0,0.0
14871,-20.0,36.0,1.0,71.0,0.0
14875,-20.0,36.0,1.0,75.0,0.0
14882,-20.0,36.0,1.0,82.0,0.0
14886,-20.0,36.0,1.0,86.0,0.0
14894,-20.0,36.0,1.0,94.0,0.0
14931,-20.0,36.0,1.0,131.0,0.0
14947,-20.0,36.0,1.0,147.0,0.0
14950,-20.0,36.0,1.0,150.0,0.0
14956,-20.0,36.0,1.0,156.0,0.0
14958,-20.0,36.0,1.0,158.0,0.0
14959,-20.0,36.0,1.0,159.0,0.0
14962,-20.0,36.0,1.0,162.0,0.0
14963,-20.0,36.0,1.0,163.0,0.0
14964,-20.0,36.0,1.0,164.0,0.0
14965,-20.0,36.0,1.0,165.0,0.0
14968,-20.0,36.0,1.0,168.0,0.0
14969,-20.0,36.0,1.0,169.0,0.0
14974,-20.0,36.0,1.0,174.0,0.0
14978,-20.0,36.0,1.0,178.0,0.0
14982,-20.0,36.0,1.0,182.0,0.0
14992,-20.0,36.0,1.0,192.0,0.0
14993,-20.0,36.0,1.0,193.0,0.0
14996,-20.0,36.0,1.0,196.0,0.0
15081,-20.0,36.0,1.0,81.0,1.0
15087,-20.0,36.0,1.0,87.0,1.0
15095,-20.0,36.0,1.0,95.0,1.0
15098,-20.0,36.0,1.0,98.0,1.0
15103,-20.0,36.0,1.0,103.0,1.0
15108,-20.0,36.0,1.0,108.0,1.0
15131,-20.0,36.0,1.0,131.0,1.0
15140,-20.0,36.0,1.0,140.0,1.0
15148,-20.0,36.0,1.0,148.0,1.0
15152,-20.0,36.0,1.0,152.0,1.0
15205,-20.0,43.2,-1.0,5.0,0.0
15208,-20.0,43.2,-1.0,8.0,0.0
15209,-20.0,43.2,-1.0,9.0,0.0
15210,-20.0,43.2,-1.0,10.0,0.0
15225,-20.0,43.2,-1.0,25.0,0.0
15233,-20.0,43.2,-1.0,33.0,0.0
15247,-20.0,43.2,-1.0,47.0,0.0
15254,-20.0,43.2,-1.0,54.0,0.0
15263,-20.0,43.2,-1.0,63.0,0.0
15265,-20.0,43.2,-1.0,65.0,0.0
15266,-20.0,43.2,-1.0,66.0,0.0
15273,-20.0,43.2,-1.0,73.0,0.0
15279,-20.0,43.2,-1.0,79.0,0.0
15281,-20.0,43.2,-1.0,81.0,0.0
15294,-20.0,43.2,-1.0,94.0,0.0
15328,-20.0,43.2,-1.0,128.0,0.0
15331,-20.0,43.2,-1.0,131.0,0.0
15337,-20.0,43.2,-1.0,137.0,0.0
15340,-20.0,43.2,-1.0,140.0,0.0
15347,-20.0,43.2,-1.0,147.0,0.0
15357,-20.0,43.2,-1.0,157.0,0.0
15358,-20.0,43.2,-1.0,158.0,0.0
15359,-20.0,43.2,-1.0,159.0,0.0
15360,-20.0,43.2,-1.0,160.0,0.0
15372,-20.0,43.2,-1.0,172.0,0.0
15375,-20.0,43.2,-1.0,175.0,0.0
15376,-20.0,43.2,-1.0,176.0,0.0
15380,-20.0,43.2,-1.0,180.0,0.0
15383,-20.0,43.2,-1.0,183.0,0.0
15384,-20.0,43.2,-1.0,184.0,0.0
15385,-20.0,43.2,-1.0,185.0,0.0
15389,-20.0,43.2,-1.0,189.0,0.0
15392,-20.0,43.2,-1.0,192.0,0.0
15393,-20.0,43.2,-1.0,193.0,0.0
15496,-20.0,43.2,-1.0,96.0,1.0
15527,-20.0,43.2,-1.0,127.0,1.0
15534,-20.0,43.2,-1.0,134.0,1.0
15538,-20.0,43.2,-1.0,138.0,1.0
15551,-20.0,43.2,-1.0,151.0,1.0
15605,-20.0,43.2,1.0,5.0,0.0
15608,-20.0,43.2,1.0,8.0,0.0
15609,-20.0,43.2,1.0,9.0,0.0
15610,-20.0,43.2,1.0,10.0,0.0
15625,-20.0,43.2,1.0,25.0,0.0
15633,-20.0,43.2,1.0,33.0,0.0
15647,-20.0,43.2,1.0,47.0,0.0
15654,-20.0,43.2,1.0,54.0,0.0
15663,-20.0,43.2,1.0,63.0,0.0
15665,-20.0,43.2,1.0,65.0,0.0
15666,-20.0,43.2,1.0,66.0,0.0
15673,-20.0,43.2,1.0,73.0,0.0
15679,-20.0,43.2,1.0,79.0,0.0
15681,-20.0,43.2,1.0,81.0,0.0
15694,-20.0,43.2,1.0,94.0,0.0
15728,-20.0,43.2,1.0,128.0,0.0
15731,-20.0,43.2,1.0,131.0,0.0
15737,-20.0,43.2,1.0,137.0,0.0
15740,-20.0,43.2,1.0,140.0,0.0
15747,-20.0,43.2,1.0,147.0,0.0
15757,-20.0,43.2,1.0,157.0,0.0
15758,-20.0,43.2,1.0,158.0,0.0
15759,-20.0,43.2,1.0,159.0,0.0
15760,-20.0,43.2,1.0,160.0,0.0
15772,-20.0,43.2,1.0,172.0,0.0
15775,-20.0,43.2,1.0,175.0,0.0
15776,-20.0,43.2,1.0,176.0,0.0
15780,-20.0,43.2,1.0,180.0,0.0
15783,-20.0,43.2,1.0,183.0,0.0
15784,-20.0,43.2,1.0,184.0,0.0
15785,-20.0,43.2,1.0,185.0,0.0
15789,-20.0,43.2,1.0,189.0,0.0
15792,-20.0,43.2,1.0,192.0,0.0
15793,-20.0,43.2,1.0,193.0,0.0
15896,-20.0,43.2,1.0,96.0,1.0
15927,-20.0,43.2,1.0,127.0,1.0
15934,-20.0,43.2,1.0,134.0,1.0
15938,-20.0,43.2,1.0,138.0,1.0
15951,-20.0,43.2,1.0,151.0,1.0
16000,-20.0,57.6,-1.0,0.0,0.0
16004,-20.0,57.6,-1.0,4.0,0.0
16009,-20.0,57.6,-1.0,9.0,0.0
16020,-20.0,57.6,-1.0,20.0,0.0
16025,-20.0,57.6,-1.0,25.0,0.0
16026,-20.0,57.6,-1.0,26.0,0.0
16027,-20.0,57.6,-1.0,27.0,0.0
16036,-20.0,57.6,-1.0,36.0,0.0
16038,-20.0,57.6,-1.0,38.0,0.0
16042,-20.0,57.6,-1.0,42.0,0.0
16043,-20.0,57.6,-1.0,43.0,0.0
16056,-20.0,57.6,-1.0,56.0,0.0
16061,-20.0,57.6,-1.0,61.0,0.0
16075,-20.0,57.6,-1.0,75.0,0.0
16077,-20.0,57.6,-1.0,77.0,0.0
16078,-20.0,57.6,-1.0,78.0,0.0
16081,-20.0,57.6,-1.0,81.0,0.0
16082,-20.0,57.6,-1.0,82.0,0.0
16086,-20.0,57.6,-1.0,86.0,0.0
16091,-20.0,57.6,-1.0,91.0,0.0
16094,-20.0,57.6,-1.0,94.0,0.0
16101,-20.0,57.6,-1.0,101.0,0.0
16105,-20.0,57.6,-1.0,105.0,0.0
16119,-20.0,57.6,-1.0,119.0,0.0
16124,-20.0,57.6,-1.0,124.0,0.0
16140,-20.0,57.6,-1.0,140.0,0.0
16145,-20.0,57.6,-1.0,145.0,0.0
16156,-20.0,57.6,-1.0,156.0,0.0
16160,-20.0,57.6,-1.0,160.0,0.0
16165,-20.0,57.6,-1.0,165.0,0.0
16178,-20.0,57.6,-1.0,178.0,0.0
16181,-20.0,57.6,-1.0,181.0,0.0
16184,-20.0,57.6,-1.0,184.0,0.0
16186,-20.0,57.6,-1.0,186.0,0.0
16187,-20.0,57.6,-1.0,187.0,0.0
16192,-20.0,57.6,-1.0,192.0,0.0
16196,-20.0,57.6,-1.0,196.0,0.0
16197,-20.0,57.6,-1.0,197.0,0.0
16198,-20.0,57.6,-1.0,198.0,0.0
16288,-20.0,57.6,-1.0,88.0,1.0
16289,-20.0,57.6,-1.0,89.0,1.0
16295,-20.0,57.6,-1.0,95.0,1.0
16301,-20.0,57.6,-1.0,101.0,1.0
16310,-20.0,57.6,-1.0,110.0,1.0
16312,-20.0,57.6,-1.0,112.0,1.0
16326,-20.0,57.6,-1.0,126.0,1.0
16330,-20.0,57.6,-1.0,130.0,1.0
16346,-20.0,57.6,-1.0,146.0,1.0
16400,-20.0,57.6,1.0,0.0,0.0
16404,-20.0,57.6,1.0,4.0,0.0
16409,-20.0,57.6,1.0,9.0,0.0
16420,-20.0,57.6,1.0,20.0,0.0
16425,-20.0,57.6,1.0,25.0,0.0
16426,-20.0,57.6,1.0,26.0,0.0
16427,-20.0,57.6,1.0,27.0,0.0
16436,-20.0,57.6,1.0,36.0,0.0
16438,-20.0,57.6,1.0,38.0,0.0
16442,-20.0,57.6,1.0,42.0,0.0
16443,-20.0,57.6,1.0,43.0,0.0
16456,-20.0,57.6,1.0,56.0,0.0
16461,-20.0,57.6,1.0,61.0,0.0
16475,-20.0,57.6,1.0,75.0,0.0
16477,-20.0,57.6,1.0,77.0,0.0
16478,-20.0,57.6,1.0,78.0,0.0
16481,-20.0,57.6,1.0,81.0,0.0
16482,-20.0,57.6,1.0,82.0,0.0
16486,-20.0,57.6,1.0,86.0,0.0
16491,-20.0,57.6,1.0,91.0,0.0
16494,-20.0,57.6,1.0,94.0,0.0
16501,-20.0,57.6,1.0,101.0,0.0
16505,-20.0,57.6,1.0,105.0,0.0
16519,-20.0,57.6,1.0,119.0,0.0
16524,-20.0,57.6,1.0,124.0,0.0
16540,-20.0,57.6,1.0,140.0,0.0
16545,-20.0,57.6,1.0,145.0,0.0
16556,-20.0,57.6,1.0,156.0,0.0
16560,-20.0,57.6,1.0,160.0,0.0
16565,-20.0,57.6,1.0,165.0,0.0
16578,-20.0,57.6,1.0,178.0,0.0
16581,-20.0,57.6,1.0,181.0,0.0
16584,-20.0,57.6,1.0,184.0,0.0
16586,-20.0,57.6,1.0,186.0,0.0
16587,-20.0,57.6,1.0,187.0,0.0
16592,-20.0,57.6,1.0,192.0,0.0
16596,-20.0,57.6,1.0,196.0,0.0
16597,-20.0,57.6,1.0,197.0,0.0
16598,-20.0,57.6,1.0,198.0,0.0
16688,-20.0,57.6,1.0,88.0,1.0
16689,-20.0,57.6,1.0,89.0,1.0
16695,-20.0,57.6,1.0,95.0,1.0
16701,-20.0,57.6,1.0,101.0,1.0
16710,-20.0,57.6,1.0,110.0,1.0
16712,-20.0,57.6,1.0,112.0,1.0
16726,-20.0,57.6,1.0,126.0,1.0
16730,-20.0,57.6,1.0,130.0,1.0
16746,-20.0,57.6,1.0,146.0,1.0
16802,-20.0,72.0,-1.0,2.0,0.0
16804,-20.0,72.0,-1.0,4.0,0.0
16807,-20.0,72.0,-1.0,7.0,0.0
16808,-20.0,72.0,-1.0,8.0,0.0
16817,-20.0,72.0,-1.0,17.0,0.0
